name,url,rss,index
Journal of Craniofacial Surgery,http://journals.lww.com/jcraniofacialsurgery/pages/default.aspx,idk,http://journals.lww.com/jcraniofacialsurgery/pages/issuelist.aspx
Ophthalmic Plastic & Reconstructive Surgery,http://journals.lww.com/op-rs/pages/default.aspx,idk,http://journals.lww.com/op-rs/pages/issuelist.aspx
Plastic and Reconstructive Surgery,http://journals.lww.com/plasreconsurg/pages/default.aspx,idk,http://journals.lww.com/plasreconsurg/pages/issuelist.aspx
Plastic Surgical Nursing,http://journals.lww.com/psnjournalonline/pages/default.aspx,idk,http://journals.lww.com/psnjournalonline/pages/issuelist.aspx
PACEsetterS,http://journals.lww.com/jbipacesetters/pages/default.aspx,idk,http://journals.lww.com/jbipacesetters/pages/issuelist.aspx
Addictive Disorders & Their Treatment,http://journals.lww.com/addictiondisorders/pages/default.aspx,idk,http://journals.lww.com/addictiondisorders/pages/issuelist.aspx
American Journal of Geriatric Psych,http://journals.lww.com/ajgponline/pages/default.aspx,idk,http://journals.lww.com/ajgponline/pages/issuelist.aspx
Behavioural Pharmacology,http://journals.lww.com/behaviouralpharm/pages/default.aspx,idk,http://journals.lww.com/behaviouralpharm/pages/issuelist.aspx
The Clinical Journal of Pain,http://journals.lww.com/clinicalpain/pages/default.aspx,idk,http://journals.lww.com/clinicalpain/pages/issuelist.aspx
Cognitive and Behavioral Neurology,http://journals.lww.com/cogbehavneurol/pages/default.aspx,idk,http://journals.lww.com/cogbehavneurol/pages/issuelist.aspx
Current Opinion in Psychiatry,http://journals.lww.com/co-psychiatry/pages/default.aspx,idk,http://journals.lww.com/co-psychiatry/pages/issuelist.aspx
International Clinical Psychopharmacology,http://journals.lww.com/intclinpsychopharm/pages/default.aspx,idk,http://journals.lww.com/intclinpsychopharm/pages/issuelist.aspx
Journal of Addiction Medicine,http://journals.lww.com/journaladdictionmedicine/pages/default.aspx,idk,http://journals.lww.com/journaladdictionmedicine/pages/issuelist.aspx
Journal of Clinical Psychopharmacology,http://journals.lww.com/psychopharmacology/pages/default.aspx,idk,http://journals.lww.com/psychopharmacology/pages/issuelist.aspx
The Journal of ECT,http://journals.lww.com/ectjournal/pages/default.aspx,idk,http://journals.lww.com/ectjournal/pages/issuelist.aspx
The Journal of Nervous and Mental Disease,http://journals.lww.com/jonmd/pages/default.aspx,idk,http://journals.lww.com/jonmd/pages/issuelist.aspx
Journal of Psychiatric Practice®,http://journals.lww.com/practicalpsychiatry/pages/default.aspx,idk,http://journals.lww.com/practicalpsychiatry/pages/issuelist.aspx
Psychiatric Genetics,http://journals.lww.com/psychgenetics/pages/default.aspx,idk,http://journals.lww.com/psychgenetics/pages/issuelist.aspx
Psychosomatic Medicince,http://journals.lww.com/psychgenetics/pages/default.aspx,idk,http://journals.lww.com/psychgenetics/pages/issuelist.aspx
Topics in Pain Management,http://journals.lww.com/topicsinpainmanagement/pages/default.aspx,idk,http://journals.lww.com/topicsinpainmanagement/pages/issuelist.aspx
Circulation: Cardiovascular Imaging,http://journals.lww.com/topicsinpainmanagement/pages/default.aspx,idk,http://journals.lww.com/topicsinpainmanagement/pages/issuelist.aspx
Clinical Nuclear Medicine,http://journals.lww.com/nuclearmed/pages/default.aspx,idk,http://journals.lww.com/nuclearmed/pages/issuelist.aspx
Contemporary Diagnostic Radiology,http://journals.lww.com/cdronline/pages/default.aspx,idk,http://journals.lww.com/cdronline/pages/issuelist.aspx
Health Physics,http://journals.lww.com/health-physics/pages/default.aspx,idk,http://journals.lww.com/health-physics/pages/issuelist.aspx
Investigative Radiology,http://journals.lww.com/investigativeradiology/pages/default.aspx,idk,http://journals.lww.com/investigativeradiology/pages/issuelist.aspx
Journal of Computer Assisted Tomography,http://journals.lww.com/jcat/pages/default.aspx,idk,http://journals.lww.com/jcat/pages/issuelist.aspx
Journal of Thoracic Imaging,http://journals.lww.com/thoracicimaging/pages/default.aspx,idk,http://journals.lww.com/thoracicimaging/pages/issuelist.aspx
Nuclear Medicine Communications,http://journals.lww.com/nuclearmedicinecomm/pages/default.aspx,idk,http://journals.lww.com/nuclearmedicinecomm/pages/issuelist.aspx
Topics in Magnetic Resonance Imaging,http://journals.lww.com/topicsinmri/pages/default.aspx,idk,http://journals.lww.com/topicsinmri/pages/issuelist.aspx
Ultrasound Quarterly,http://journals.lww.com/ultrasound-quarterly/pages/default.aspx,idk,http://journals.lww.com/ultrasound-quarterly/pages/issuelist.aspx
Academic Medicine,http://journals.lww.com/academicmedicine/pages/default.aspx,idk,http://journals.lww.com/academicmedicine/pages/issuelist.aspx
Journal of Nursing Research,http://journals.lww.com/jnr-twna/pages/default.aspx,idk,http://journals.lww.com/jnr-twna/pages/issuelist.aspx
Nursing Research,http://journals.lww.com/nursingresearchonline/pages/default.aspx,idk,http://journals.lww.com/nursingresearchonline/pages/issuelist.aspx
The Clinical Journal of Pain,http://journals.lww.com/clinicalpain/pages/default.aspx,idk,http://journals.lww.com/clinicalpain/pages/issuelist.aspx
Current Opinion in Rheumatology,http://journals.lww.com/co-rheumatology/pages/default.aspx,idk,http://journals.lww.com/co-rheumatology/pages/issuelist.aspx
JCR: Journal of Clinical Rheumatology,http://journals.lww.com/jclinrheum/pages/default.aspx,idk,http://journals.lww.com/jclinrheum/pages/issuelist.aspx
Techniques in Knee Surgery,http://journals.lww.com/techknee/pages/default.aspx,idk,http://journals.lww.com/techknee/pages/issuelist.aspx
ACSM's Health & Fitness Journal,http://journals.lww.com/acsm-healthfitness/pages/default.aspx,idk,http://journals.lww.com/acsm-healthfitness/pages/issuelist.aspx
Clinical Journal of Sport Medicine,http://journals.lww.com/cjsportsmed/pages/default.aspx,idk,http://journals.lww.com/cjsportsmed/pages/issuelist.aspx
Current Orthopaedic Practice,http://journals.lww.com/c-orthopaedicpractice/pages/default.aspx,idk,http://journals.lww.com/c-orthopaedicpractice/pages/issuelist.aspx
Current Sports Medicine Reports,http://journals.lww.com/acsm-csmr/pages/default.aspx,idk,http://journals.lww.com/acsm-csmr/pages/issuelist.aspx
Exercise and Sport Sciences Reviews,http://journals.lww.com/acsm-essr/pages/default.aspx,idk,http://journals.lww.com/acsm-essr/pages/issuelist.aspx
The Journal of Strength & Conditioning Research,http://journals.lww.com/nsca-jscr/pages/default.aspx,idk,http://journals.lww.com/nsca-jscr/pages/issuelist.aspx
Medicine & Science in Sports & Exercise,http://journals.lww.com/acsm-msse/pages/default.aspx,idk,http://journals.lww.com/acsm-msse/pages/issuelist.aspx
Sports Medicine and Arthroscopy Review,http://journals.lww.com/sportsmedarthro/pages/default.aspx,idk,http://journals.lww.com/sportsmedarthro/pages/issuelist.aspx
Strength & Conditioning Journal,http://journals.lww.com/nsca-scj/pages/default.aspx,idk,http://journals.lww.com/nsca-scj/pages/issuelist.aspx
Techniques in Foot & Ankle Surgery,http://journals.lww.com/techfootankle/pages/default.aspx,idk,http://journals.lww.com/techfootankle/pages/issuelist.aspx
Techniques in Hand & Upper Extremity Surgery,http://journals.lww.com/techhandsurg/pages/default.aspx,idk,http://journals.lww.com/techhandsurg/pages/issuelist.aspx
Techniques in Knee Surgery,http://journals.lww.com/techknee/pages/default.aspx,idk,http://journals.lww.com/techknee/pages/issuelist.aspx
Techniques in Shoulder & Elbow Surgery,http://journals.lww.com/shoulderelbowsurgery/pages/default.aspx,idk,http://journals.lww.com/shoulderelbowsurgery/pages/issuelist.aspx
Annals of Pediatric Surgery,http://journals.lww.com/aps/pages/default.aspx,idk,http://journals.lww.com/aps/pages/issuelist.aspx
Annals of Plastic Surgery,http://journals.lww.com/annalsplasticsurgery/pages/default.aspx,idk,http://journals.lww.com/annalsplasticsurgery/pages/issuelist.aspx
Annals of Surgery,http://journals.lww.com/annalsofsurgery/pages/default.aspx,idk,http://journals.lww.com/annalsofsurgery/pages/issuelist.aspx
ASAIO Journal,http://journals.lww.com/asaiojournal/pages/default.aspx,idk,http://journals.lww.com/asaiojournal/pages/issuelist.aspx
The Back Letter,http://journals.lww.com/backletter/pages/default.aspx,idk,http://journals.lww.com/backletter/pages/issuelist.aspx
Contemporary Spine Surgery,http://journals.lww.com/cssnewsletter/pages/default.aspx,idk,http://journals.lww.com/cssnewsletter/pages/issuelist.aspx
Current Opinion in Organ Transplantation,http://journals.lww.com/co-transplantation/pages/default.aspx,idk,http://journals.lww.com/co-transplantation/pages/issuelist.aspx
Current Opinion in Otolaryngology & Head and Neck Surgery,http://journals.lww.com/co-otolaryngology/pages/default.aspx,idk,http://journals.lww.com/co-otolaryngology/pages/issuelist.aspx
Current Orthopaedic Practice,http://journals.lww.com/c-orthopaedicpractice/pages/default.aspx,idk,http://journals.lww.com/c-orthopaedicpractice/pages/issuelist.aspx
Diseases of the Colon & Rectum,http://journals.lww.com/dcrjournal/pages/default.aspx,idk,http://journals.lww.com/dcrjournal/pages/issuelist.aspx
Ear and Hearing,http://journals.lww.com/ear-hearing/pages/default.aspx,idk,http://journals.lww.com/ear-hearing/pages/issuelist.aspx
Egyptian Journal of Oral and Maxillofacial Surgery,http://journals.lww.com/eaoms/pages/default.aspx,idk,http://journals.lww.com/eaoms/pages/issuelist.aspx
Female Pelvic Medicine & Reconstructive Surgery,http://journals.lww.com/jpelvicsurgery/pages/default.aspx,idk,http://journals.lww.com/jpelvicsurgery/pages/issuelist.aspx
Innovations:Technology and Techniques in Cardiothoracic and Vascular Surgery,http://journals.lww.com/innovjournal/pages/default.aspx,idk,http://journals.lww.com/innovjournal/pages/issuelist.aspx
Journal of Craniofacial Surgery,http://journals.lww.com/jcraniofacialsurgery/pages/default.aspx,idk,http://journals.lww.com/jcraniofacialsurgery/pages/issuelist.aspx
Journal of Orthopaedic Trauma,http://journals.lww.com/jorthotrauma/pages/default.aspx,idk,http://journals.lww.com/jorthotrauma/pages/issuelist.aspx
Journal of Pediatric Orthopaedics,http://journals.lww.com/pedorthopaedics/pages/default.aspx,idk,http://journals.lww.com/pedorthopaedics/pages/issuelist.aspx
Journal of Pediatric Orthopaedics B,http://journals.lww.com/jpo-b/pages/default.aspx,idk,http://journals.lww.com/jpo-b/pages/issuelist.aspx
Journal of Spinal Disorders & Techniques,http://journals.lww.com/jspinaldisorders/pages/default.aspx,idk,http://journals.lww.com/jspinaldisorders/pages/issuelist.aspx
The Journal of Trauma and Acute Care Surgery,http://journals.lww.com/jtrauma/pages/default.aspx,idk,http://journals.lww.com/jtrauma/pages/issuelist.aspx
Computers Informatics Nursing,http://journals.lww.com/cinjournal/pages/default.aspx,idk,http://journals.lww.com/cinjournal/pages/issuelist.aspx
ASAIO Journal,http://journals.lww.com/asaiojournal/pages/default.aspx,idk,http://journals.lww.com/asaiojournal/pages/issuelist.aspx
Circulation: Heart Failure,http://journals.lww.com/asaiojournal/pages/default.aspx,idk,http://journals.lww.com/asaiojournal/pages/issuelist.aspx
Current Opinion in Nephrology and Hypertension,http://journals.lww.com/co-nephrolhypertens/pages/default.aspx,idk,http://journals.lww.com/co-nephrolhypertens/pages/issuelist.aspx
Current Opinion in Organ Transplantation,http://journals.lww.com/co-transplantation/pages/default.aspx,idk,http://journals.lww.com/co-transplantation/pages/issuelist.aspx
Hypertension,http://journals.lww.com/co-transplantation/pages/default.aspx,idk,http://journals.lww.com/co-transplantation/pages/issuelist.aspx
Journal of Hypertension,http://journals.lww.com/jhypertension/pages/default.aspx,idk,http://journals.lww.com/jhypertension/pages/issuelist.aspx
Nephrology Times,http://journals.lww.com/nephrologytimes/pages/default.aspx,idk,http://journals.lww.com/nephrologytimes/pages/issuelist.aspx
Transplantation,http://journals.lww.com/transplantjournal/pages/default.aspx,idk,http://journals.lww.com/transplantjournal/pages/issuelist.aspx
Journal of Burn Care & Research,http://journals.lww.com/burncareresearch/pages/default.aspx,idk,http://journals.lww.com/burncareresearch/pages/issuelist.aspx
The Journal of Head Trauma Rehabilitation,http://journals.lww.com/headtraumarehab/pages/default.aspx,idk,http://journals.lww.com/headtraumarehab/pages/issuelist.aspx
Journal of Orthopaedic Trauma,http://journals.lww.com/jorthotrauma/pages/default.aspx,idk,http://journals.lww.com/jorthotrauma/pages/issuelist.aspx
The Journal of Trauma and Acute Care Surgery,http://journals.lww.com/jtrauma/pages/default.aspx,idk,http://journals.lww.com/jtrauma/pages/issuelist.aspx
Journal of Trauma Nursing,http://journals.lww.com/journaloftraumanursing/pages/default.aspx,idk,http://journals.lww.com/journaloftraumanursing/pages/issuelist.aspx
Current Opinion in Urology,http://journals.lww.com/co-urology/pages/default.aspx,idk,http://journals.lww.com/co-urology/pages/issuelist.aspx
Sexually Transmitted Diseases,http://journals.lww.com/stdjournal/pages/default.aspx,idk,http://journals.lww.com/stdjournal/pages/issuelist.aspx
Advances in Skin & Wound Care,http://journals.lww.com/aswcjournal/pages/default.aspx,idk,http://journals.lww.com/aswcjournal/pages/issuelist.aspx
Journal of Wound Ostomy & Continence Nursing,http://journals.lww.com/jwocnonline/pages/default.aspx,idk,http://journals.lww.com/jwocnonline/pages/issuelist.aspx
OR Nurse 2012,http://journals.lww.com/ornursejournal/pages/default.aspx,idk,http://journals.lww.com/ornursejournal/pages/issuelist.aspx
Acta Agronomica Sinica,http://www.elsevier.com/wps/product/cws_home/717248,http://feeds.sciencedirect.com/publication/science/18752780,http://www.sciencedirect.com/science/journal/18752780
Acta Oecologica,http://www.elsevier.com/wps/product/cws_home/600781,http://feeds.sciencedirect.com/publication/science/1146609X,http://www.sciencedirect.com/science/journal/1146609X
Agricultural and Forest Meteorology,http://www.elsevier.com/wps/product/cws_home/503295,http://feeds.sciencedirect.com/publication/science/01681923,http://www.sciencedirect.com/science/journal/01681923
Agricultural Sciences in China,http://www.elsevier.com/wps/product/cws_home/709842,http://feeds.sciencedirect.com/publication/science/16712927,http://www.sciencedirect.com/science/journal/16712927
Agricultural Systems,http://www.elsevier.com/wps/product/cws_home/405851,http://feeds.sciencedirect.com/publication/science/0308521X,http://www.sciencedirect.com/science/journal/0308521X
Agricultural Water Management,http://www.elsevier.com/wps/product/cws_home/503297,http://feeds.sciencedirect.com/publication/science/03783774,http://www.sciencedirect.com/science/journal/03783774
Agriculture and Agricultural Science Procedia,http://www.elsevier.com/wps/product/cws_home/724514,http://feeds.sciencedirect.com/publication/science/22107843,http://www.sciencedirect.com/science/journal/22107843
"Agriculture, Ecosystems & Environment",http://www.elsevier.com/wps/product/cws_home/503298,http://feeds.sciencedirect.com/publication/science/01678809,http://www.sciencedirect.com/science/journal/01678809
"Agriculture, Ecosystems & Environment with Applied Soil Ecology (Combined Subscription)",http://www.elsevier.com/wps/product/cws_home/524695,http://feeds.sciencedirect.com/publication/science/idk,http://www.sciencedirect.com/science/journal/idk
Annals of Agricultural Sciences,http://www.elsevier.com/wps/product/cws_home/725792,http://feeds.sciencedirect.com/publication/science/idk,http://www.sciencedirect.com/science/journal/idk
APCBEE Procedia,http://www.elsevier.com/wps/product/cws_home/727790,http://feeds.sciencedirect.com/publication/science/idk,http://www.sciencedirect.com/science/journal/idk
Applied Soil Ecology,http://www.elsevier.com/wps/product/cws_home/524518,http://feeds.sciencedirect.com/publication/science/09291393,http://www.sciencedirect.com/science/journal/09291393
Biocatalysis and Agricultural Biotechnology,http://www.elsevier.com/wps/product/cws_home/726567,http://feeds.sciencedirect.com/publication/science/18788181,http://www.sciencedirect.com/science/journal/18788181
Biochemical Engineering Journal,http://www.elsevier.com/wps/product/cws_home/600804,http://feeds.sciencedirect.com/publication/science/1369703X,http://www.sciencedirect.com/science/journal/1369703X
Biological Control,http://www.elsevier.com/wps/product/cws_home/622791,http://feeds.sciencedirect.com/publication/science/10499644,http://www.sciencedirect.com/science/journal/10499644
Biosystems Engineering,http://www.elsevier.com/wps/product/cws_home/622795,http://feeds.sciencedirect.com/publication/science/15375110,http://www.sciencedirect.com/science/journal/15375110
CATENA,http://www.elsevier.com/wps/product/cws_home/524609,http://feeds.sciencedirect.com/publication/science/03418162,http://www.sciencedirect.com/science/journal/03418162
Comptes Rendus Biologies,http://www.elsevier.com/wps/product/cws_home/600306,http://feeds.sciencedirect.com/publication/science/16310691,http://www.sciencedirect.com/science/journal/16310691
Computers and Electronics in Agriculture,http://www.elsevier.com/wps/product/cws_home/503304,http://feeds.sciencedirect.com/publication/science/01681699,http://www.sciencedirect.com/science/journal/01681699
Crop Protection,http://www.elsevier.com/wps/product/cws_home/30406,http://feeds.sciencedirect.com/publication/science/02612194,http://www.sciencedirect.com/science/journal/02612194
Current Advances in Plant Science,http://www.elsevier.com/wps/product/cws_home/381,http://feeds.sciencedirect.com/publication/science/idk,http://www.sciencedirect.com/science/journal/idk
Current Opinion in Environmental Sustainability,http://www.elsevier.com/wps/product/cws_home/718675,http://feeds.sciencedirect.com/publication/science/18773435,http://www.sciencedirect.com/science/journal/18773435
Ecological Abstracts,http://www.elsevier.com/wps/product/cws_home/405855,http://feeds.sciencedirect.com/publication/science/idk,http://www.sciencedirect.com/science/journal/idk
Ecological Economics,http://www.elsevier.com/wps/product/cws_home/503305,http://feeds.sciencedirect.com/publication/science/09218009,http://www.sciencedirect.com/science/journal/09218009
Ecological Engineering,http://www.elsevier.com/wps/product/cws_home/522751,http://feeds.sciencedirect.com/publication/science/09258574,http://www.sciencedirect.com/science/journal/09258574
Environmental and Experimental Botany,http://www.elsevier.com/wps/product/cws_home/267,http://feeds.sciencedirect.com/publication/science/00988472,http://www.sciencedirect.com/science/journal/00988472
European Journal of Agronomy,http://www.elsevier.com/wps/product/cws_home/600108,http://feeds.sciencedirect.com/publication/science/11610301,http://www.sciencedirect.com/science/journal/11610301
Field Crops Research,http://www.elsevier.com/wps/product/cws_home/503308,http://feeds.sciencedirect.com/publication/science/03784290,http://www.sciencedirect.com/science/journal/03784290
Food and Chemical Toxicology,http://www.elsevier.com/wps/product/cws_home/237,http://feeds.sciencedirect.com/publication/science/02786915,http://www.sciencedirect.com/science/journal/02786915
Food Policy,http://www.elsevier.com/wps/product/cws_home/30419,http://feeds.sciencedirect.com/publication/science/03069192,http://www.sciencedirect.com/science/journal/03069192
Forest Ecology and Management,http://www.elsevier.com/wps/product/cws_home/503310,http://feeds.sciencedirect.com/publication/science/03781127,http://www.sciencedirect.com/science/journal/03781127
Forest Policy and Economics,http://www.elsevier.com/wps/product/cws_home/620157,http://feeds.sciencedirect.com/publication/science/13899341,http://www.sciencedirect.com/science/journal/13899341
Gene Expression Patterns,http://www.elsevier.com/wps/product/cws_home/628039,http://feeds.sciencedirect.com/publication/science/1567133X,http://www.sciencedirect.com/science/journal/1567133X
Geoderma,http://www.elsevier.com/wps/product/cws_home/503332,http://feeds.sciencedirect.com/publication/science/00167061,http://www.sciencedirect.com/science/journal/00167061
Geographical Abstracts: Human Geography,http://www.elsevier.com/wps/product/cws_home/405885,http://feeds.sciencedirect.com/publication/science/idk,http://www.sciencedirect.com/science/journal/idk
Geographical Abstracts: Physical Geography,http://www.elsevier.com/wps/product/cws_home/405886,http://feeds.sciencedirect.com/publication/science/idk,http://www.sciencedirect.com/science/journal/idk
Global Food Security,http://www.elsevier.com/wps/product/cws_home/726918,http://feeds.sciencedirect.com/publication/science/idk,http://www.sciencedirect.com/science/journal/idk
Industrial Crops and Products,http://www.elsevier.com/wps/product/cws_home/522825,http://feeds.sciencedirect.com/publication/science/09266690,http://www.sciencedirect.com/science/journal/09266690
International Development Abstracts,http://www.elsevier.com/wps/product/cws_home/405888,http://feeds.sciencedirect.com/publication/science/idk,http://www.sciencedirect.com/science/journal/idk
Journal of Integrative Agriculture,http://www.elsevier.com/wps/product/cws_home/727934,http://feeds.sciencedirect.com/publication/science/idk,http://www.sciencedirect.com/science/journal/idk
Journal of Northeast Agricultural University (English edition),http://www.elsevier.com/wps/product/cws_home/727135,http://feeds.sciencedirect.com/publication/science/idk,http://www.sciencedirect.com/science/journal/idk
Journal of Stored Products Research,http://www.elsevier.com/wps/product/cws_home/306,http://feeds.sciencedirect.com/publication/science/0022474X,http://www.sciencedirect.com/science/journal/0022474X
Journal of Terramechanics,http://www.elsevier.com/wps/product/cws_home/302,http://feeds.sciencedirect.com/publication/science/00224898,http://www.sciencedirect.com/science/journal/00224898
Journal of the Saudi Society for Agricultural Sciences,http://www.elsevier.com/wps/product/cws_home/724373,http://feeds.sciencedirect.com/publication/science/idk,http://www.sciencedirect.com/science/journal/idk
Meat Science,http://www.elsevier.com/wps/product/cws_home/405866,http://feeds.sciencedirect.com/publication/science/03091740,http://www.sciencedirect.com/science/journal/03091740
Mechanisms of Development,http://www.elsevier.com/wps/product/cws_home/506090,http://feeds.sciencedirect.com/publication/science/09254773,http://www.sciencedirect.com/science/journal/09254773
NJAS - Wageningen Journal of Life Sciences,http://www.elsevier.com/wps/product/cws_home/717038,http://feeds.sciencedirect.com/publication/science/15735214,http://www.sciencedirect.com/science/journal/15735214
Perspectives in Science,http://www.elsevier.com/wps/product/cws_home/728003,http://feeds.sciencedirect.com/publication/science/idk,http://www.sciencedirect.com/science/journal/idk
Pesticide Biochemistry and Physiology,http://www.elsevier.com/wps/product/cws_home/622930,http://feeds.sciencedirect.com/publication/science/00483575,http://www.sciencedirect.com/science/journal/00483575
Plant Physiology and Biochemistry,http://www.elsevier.com/wps/product/cws_home/600784,http://feeds.sciencedirect.com/publication/science/09819428,http://www.sciencedirect.com/science/journal/09819428
Postharvest Biology and Technology,http://www.elsevier.com/wps/product/cws_home/503313,http://feeds.sciencedirect.com/publication/science/09255214,http://www.sciencedirect.com/science/journal/09255214
Radiation Physics and Chemistry,http://www.elsevier.com/wps/product/cws_home/331,http://feeds.sciencedirect.com/publication/science/0969806X,http://www.sciencedirect.com/science/journal/0969806X
Remote Sensing of Environment,http://www.elsevier.com/wps/product/cws_home/505733,http://feeds.sciencedirect.com/publication/science/00344257,http://www.sciencedirect.com/science/journal/00344257
Rice Science,http://www.elsevier.com/wps/product/cws_home/713745,http://feeds.sciencedirect.com/publication/science/16726308,http://www.sciencedirect.com/science/journal/16726308
Scientia Horticulturae,http://www.elsevier.com/wps/product/cws_home/503316,http://feeds.sciencedirect.com/publication/science/03044238,http://www.sciencedirect.com/science/journal/03044238
Soil & Tillage Research,http://www.elsevier.com/wps/product/cws_home/503318,http://feeds.sciencedirect.com/publication/science/01671987,http://www.sciencedirect.com/science/journal/01671987
Soil Biology & Biochemistry,http://www.elsevier.com/wps/product/cws_home/332,http://feeds.sciencedirect.com/publication/science/00380717,http://www.sciencedirect.com/science/journal/00380717
South African Journal of Botany,http://www.elsevier.com/wps/product/cws_home/707238,http://feeds.sciencedirect.com/publication/science/02546299,http://www.sciencedirect.com/science/journal/02546299
Animal Behaviour,http://www.elsevier.com/wps/product/cws_home/622782,http://feeds.sciencedirect.com/publication/science/00033472,http://www.sciencedirect.com/science/journal/00033472
Animal Feed Science and Technology,http://www.elsevier.com/wps/product/cws_home/503299,http://feeds.sciencedirect.com/publication/science/03778401,http://www.sciencedirect.com/science/journal/03778401
Animal Reproduction Science,http://www.elsevier.com/wps/product/cws_home/503300,http://feeds.sciencedirect.com/publication/science/03784320,http://www.sciencedirect.com/science/journal/03784320
Annales de Paléontologie,http://www.elsevier.com/wps/product/cws_home/600780,http://feeds.sciencedirect.com/publication/science/07533969,http://www.sciencedirect.com/science/journal/07533969
APCBEE Procedia,http://www.elsevier.com/wps/product/cws_home/727790,http://feeds.sciencedirect.com/publication/science/idk,http://www.sciencedirect.com/science/journal/idk
Applied Animal Behaviour Science,http://www.elsevier.com/wps/product/cws_home/503301,http://feeds.sciencedirect.com/publication/science/01681591,http://www.sciencedirect.com/science/journal/01681591
Aquacultural Engineering,http://www.elsevier.com/wps/product/cws_home/405852,http://feeds.sciencedirect.com/publication/science/01448609,http://www.sciencedirect.com/science/journal/01448609
Aquaculture,http://www.elsevier.com/wps/product/cws_home/503302,http://feeds.sciencedirect.com/publication/science/00448486,http://www.sciencedirect.com/science/journal/00448486
Comparative Biochemistry and Physiology - Part A: Molecular & Integrative Physiology,http://www.elsevier.com/wps/product/cws_home/525464,http://feeds.sciencedirect.com/publication/science/10956433,http://www.sciencedirect.com/science/journal/10956433
Comparative Biochemistry and Physiology - Part C: Toxicology & Pharmacology,http://www.elsevier.com/wps/product/cws_home/525466,http://feeds.sciencedirect.com/publication/science/15320456,http://www.sciencedirect.com/science/journal/15320456
Comparative Biochemistry and Physiology - Part D: Genomics and Proteomics,http://www.elsevier.com/wps/product/cws_home/704239,http://feeds.sciencedirect.com/publication/science/1744117X,http://www.sciencedirect.com/science/journal/1744117X
"Comparative Biochemistry and Physiology - Parts A, B, C and D (Full Set)",http://www.elsevier.com/wps/product/cws_home/525467,http://feeds.sciencedirect.com/publication/science/idk,http://www.sciencedirect.com/science/journal/idk
Comptes Rendus Biologies,http://www.elsevier.com/wps/product/cws_home/600306,http://feeds.sciencedirect.com/publication/science/16310691,http://www.sciencedirect.com/science/journal/16310691
Computers and Electronics in Agriculture,http://www.elsevier.com/wps/product/cws_home/503304,http://feeds.sciencedirect.com/publication/science/01681699,http://www.sciencedirect.com/science/journal/01681699
Der Zoologische Garten (in deutscher Sprache / in German),http://www.elsevier.com/wps/product/cws_home/701758,http://feeds.sciencedirect.com/publication/science/idk,http://www.sciencedirect.com/science/journal/idk
Domestic Animal Endocrinology,http://www.elsevier.com/wps/product/cws_home/525003,http://feeds.sciencedirect.com/publication/science/07397240,http://www.sciencedirect.com/science/journal/07397240
Ecological Abstracts,http://www.elsevier.com/wps/product/cws_home/405855,http://feeds.sciencedirect.com/publication/science/idk,http://www.sciencedirect.com/science/journal/idk
Fish and Shellfish Immunology,http://www.elsevier.com/wps/product/cws_home/622832,http://feeds.sciencedirect.com/publication/science/10504648,http://www.sciencedirect.com/science/journal/10504648
Journal of Dairy Science,http://www.elsevier.com/wps/product/cws_home/721317,http://feeds.sciencedirect.com/publication/science/idk,http://www.sciencedirect.com/science/journal/idk
Journal of Thermal Biology,http://www.elsevier.com/wps/product/cws_home/383,http://feeds.sciencedirect.com/publication/science/03064565,http://www.sciencedirect.com/science/journal/03064565
Learning and Motivation,http://www.elsevier.com/wps/product/cws_home/622909,http://feeds.sciencedirect.com/publication/science/00239690,http://www.sciencedirect.com/science/journal/00239690
Livestock Science,http://www.elsevier.com/wps/product/cws_home/706547,http://feeds.sciencedirect.com/publication/science/18711413,http://www.sciencedirect.com/science/journal/18711413
Mammalian Biology,http://www.elsevier.com/wps/product/cws_home/701782,http://feeds.sciencedirect.com/publication/science/16165047,http://www.sciencedirect.com/science/journal/16165047
Meat Science,http://www.elsevier.com/wps/product/cws_home/405866,http://feeds.sciencedirect.com/publication/science/03091740,http://www.sciencedirect.com/science/journal/03091740
Molecular and Cellular Endocrinology,http://www.elsevier.com/wps/product/cws_home/506028,http://feeds.sciencedirect.com/publication/science/03037207,http://www.sciencedirect.com/science/journal/03037207
Preventive Veterinary Medicine,http://www.elsevier.com/wps/product/cws_home/503315,http://feeds.sciencedirect.com/publication/science/01675877,http://www.sciencedirect.com/science/journal/01675877
Prostaglandins & Other Lipid Mediators,http://www.elsevier.com/wps/product/cws_home/525019,http://feeds.sciencedirect.com/publication/science/10988823,http://www.sciencedirect.com/science/journal/10988823
Regulatory Peptides,http://www.elsevier.com/wps/product/cws_home/506031,http://feeds.sciencedirect.com/publication/science/01670115,http://www.sciencedirect.com/science/journal/01670115
Small Ruminant Research,http://www.elsevier.com/wps/product/cws_home/503317,http://feeds.sciencedirect.com/publication/science/09214488,http://www.sciencedirect.com/science/journal/09214488
Steroids,http://www.elsevier.com/wps/product/cws_home/525022,http://feeds.sciencedirect.com/publication/science/0039128X,http://www.sciencedirect.com/science/journal/0039128X
Theriogenology,http://www.elsevier.com/wps/product/cws_home/525024,http://feeds.sciencedirect.com/publication/science/0093691X,http://www.sciencedirect.com/science/journal/0093691X
